科类,院系,专业,最高分,最低分,平均分,省份,年份
 ,电子与信息工程学院,光电信息科学与工程（工学）,664,658,661,四川,2018
 ,电子与信息工程学院,微电子科学与工程,663,660,661,四川,2018
 ,公共卫生学院（深圳）,预防医学（深圳）,658,658,658,四川,2018
 ,管理学院,会计学,665,665,665,四川,2018
 ,光华口腔医学院,口腔医学（5+3）,664,663,664,四川,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,660,659,660,四川,2018
 ,国际金融学院,金融学,664,662,663,四川,2018
 ,海洋科学学院,海洋科学,659,657,658,四川,2018
 ,航空航天学院,航空航天工程,658,657,658,四川,2018
 ,化学工程与技术学院,化学工程与工艺,667,658,661,四川,2018
 ,环境科学与工程学院,环境科学与工程类（含环境科学、环境工程专业）,663,657,660,四川,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,667,665,666,四川,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,664,657,660,四川,2018
 ,生物医学工程学院,生物医学工程,661,658,660,四川,2018
 ,数据科学与计算机学院,保密管理,658,658,658,四川,2018
 ,数据科学与计算机学院,计算机类（含计算机科学与技术、网络空间安全专业）,666,661,663,四川,2018
 ,数据科学与计算机学院,信息与计算科学,660,660,660,四川,2018
 ,数据科学与计算机学院（软件学院）,软件工程,667,661,663,四川,2018
 ,数学学院,数学类（含数学与应用数学、统计学专业）,664,660,662,四川,2018
 ,土木工程学院,水文与水资源工程,657,657,657,四川,2018
 ,土木工程学院,土木工程,658,657,658,四川,2018
 ,物理与天文学院,物理学（珠海）,661,657,659,四川,2018
 ,药学院,药学,666,657,660,四川,2018
 ,医学院,临床医学（深圳）,671,657,664,四川,2018
 ,智能工程学院,智能科学与技术,664,659,661,四川,2018
 ,中法核工程与技术学院,核工程类（中法合作办学）（核工程与核技术专业）,658,658,658,四川,2018
 ,中山医学院,临床医学（八年制）,672,671,672,四川,2018
 ,资讯管理学院,信息管理与信息系统,660,659,659,四川,2018
文科,传播与设计学院,新闻传播学类（含新闻学、传播学专业）,652,643,648,河南,2018
 ,法学院,法学,652,645,649,河南,2018
 ,管理学院,工商管理,651,651,651,河南,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,646,643,645,河南,2018
 ,国际金融学院,金融学,651,651,651,河南,2018
 ,历史学系（珠海）,历史学（珠海）,643,643,643,河南,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,654,653,653,河南,2018
 ,社会学与人类学学院,社会学,643,643,643,河南,2018
 ,外国语学院,法语,648,648,648,河南,2018
 ,外国语学院,英语,647,647,647,河南,2018
 ,哲学系（珠海）,哲学（珠海）,646,646,646,河南,2018
 ,政治与公共事务管理学院,公共管理类（含行政管理、政治学与行政学专业）,650,646,648,河南,2018
 ,中国语言文学系,汉语言文学,644,643,643,河南,2018
理科,材料学院,材料类（含材料物理、材料化学专业）,644,643,644,河南,2018
 ,大气科学学院,大气科学类（含大气科学、应用气象学专业）,645,645,645,河南,2018
 ,地理科学与规划学院,城乡规划,643,643,643,河南,2018
 ,地理科学与规划学院,地理科学类（含自然地理与资源环境、人文地理与城乡规划、地理信息科学、地理科学专业）,653,643,648,河南,2018
 ,电子与信息工程学院,电子信息类（含电子信息科学与技术、通信工程专业）,652,644,649,河南,2018
 ,电子与信息工程学院,光电信息科学与工程（工学）,647,643,644,河南,2018
 ,电子与信息工程学院,微电子科学与工程,652,643,646,河南,2018
 ,公共卫生学院,预防医学,648,646,647,河南,2018
 ,管理学院,工商管理,651,647,649,河南,2018
 ,光华口腔医学院,口腔医学（5+3）,664,659,662,河南,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,651,643,647,河南,2018
 ,国际金融学院,金融学,653,651,652,河南,2018
 ,海洋工程与技术学院,海洋工程与技术,646,643,645,河南,2018
 ,航空航天学院,航空航天工程,643,643,643,河南,2018
 ,化学工程与技术学院,化学工程与工艺,643,643,643,河南,2018
 ,环境科学与工程学院,环境科学与工程类（含环境科学、环境工程专业）,644,643,644,河南,2018
 ,岭南学院,管理科学与工程类（含国际商务、管理科学专业）,650,646,648,河南,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,663,654,660,河南,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,654,647,651,河南,2018
 ,生物医学工程学院,生物医学工程,646,643,645,河南,2018
 ,数据科学与计算机学院,保密管理,643,643,643,河南,2018
 ,数据科学与计算机学院,计算机类（含计算机科学与技术、网络空间安全专业）,658,651,653,河南,2018
 ,数据科学与计算机学院,信息与计算科学,648,644,646,河南,2018
 ,数据科学与计算机学院（软件学院）,软件工程,650,648,649,河南,2018
 ,数学学院,数学类（含数学与应用数学、统计学专业）,656,646,650,河南,2018
 ,土木工程学院,土木工程,645,643,644,河南,2018
 ,物理与天文学院,物理学（珠海）,647,643,644,河南,2018
 ,心理学系,心理学,643,643,643,河南,2018
 ,药学院（深圳）,药学（深圳）,654,643,648,河南,2018
 ,哲学系,逻辑学,647,644,646,河南,2018
 ,智能工程学院,智能科学与技术,655,653,654,河南,2018
 ,中法核工程与技术学院,核工程类（中法合作办学）（核工程与核技术专业）,647,644,646,河南,2018
 ,中山医学院,基础医学,655,652,654,河南,2018
 ,中山医学院,临床医学,665,653,657,河南,2018
 ,中山医学院,临床医学（八年制）,668,667,667,河南,2018
 ,资讯管理学院,信息管理与信息系统,645,643,644,河南,2018
文科,传播与设计学院,新闻传播学类（含新闻学、传播学专业）,616,616,616,山西,2018
 ,法学院,法学,622,618,620,山西,2018
 ,管理学院,会计学,625,621,623,山西,2018
 ,国际翻译学院,外国语言文学类（含英语、阿拉伯语、西班牙语、朝鲜语、俄语专业）,617,617,617,山西,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,623,619,621,山西,2018
 ,国际金融学院,金融学,621,621,621,山西,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,625,622,624,山西,2018
 ,旅游学院,旅游管理类（含旅游管理、会展经济与管理专业）,616,616,616,山西,2018
 ,社会学与人类学学院,人类学（含人类学、考古学专业）,617,616,617,山西,2018
 ,社会学与人类学学院,社会学,617,615,616,山西,2018
 ,外国语学院,英语,620,615,618,山西,2018
 ,中国语言文学系,汉语言文学,619,619,619,山西,2018
 ,资讯管理学院,图书情报与档案管理类（含图书馆学、档案学专业）,616,616,616,山西,2018
理科,材料科学与工程学院,材料类（含材料物理、材料化学、高分子材料与工程专业）,628,620,622,山西,2018
 ,大气科学学院,大气科学类（含大气科学、应用气象学专业）,621,621,621,山西,2018
 ,地理科学与规划学院,城乡规划,626,626,626,山西,2018
 ,地理科学与规划学院,地理科学类（含自然地理与资源环境、人文地理与城乡规划、地理信息科学、地理科学专业）,623,620,621,山西,2018
 ,地球科学与工程学院,地质学类（含地质学、地质工程专业）,620,620,620,山西,2018
 ,电子与信息工程学院,电子信息类（含电子信息科学与技术、通信工程专业）,632,629,630,山西,2018
 ,电子与信息工程学院,光电信息科学与工程（工学）,624,622,623,山西,2018
 ,公共卫生学院,预防医学,626,624,625,山西,2018
 ,管理学院,会计学,646,644,645,山西,2018
 ,光华口腔医学院,口腔医学,634,631,633,山西,2018
 ,光华口腔医学院,口腔医学（5+3）,645,638,642,山西,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,632,627,630,山西,2018
 ,国际金融学院,金融学,636,634,635,山西,2018
 ,海洋工程与技术学院,海洋工程与技术,619,619,619,山西,2018
 ,化学学院,化学类（含化学、高分子材料与工程专业）,625,621,624,山西,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,647,642,644,山西,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,626,622,624,山西,2018
 ,生物医学工程学院,生物医学工程,631,623,627,山西,2018
 ,数据科学与计算机学院,计算机类（含计算机科学与技术、网络空间安全专业）,641,631,636,山西,2018
 ,数据科学与计算机学院,信息与计算科学,625,621,623,山西,2018
 ,数据科学与计算机学院（软件学院）,软件工程,630,629,630,山西,2018
 ,数学学院（珠海）,数学类（含数学与应用数学、信息与计算科学专业）（珠海）,631,625,629,山西,2018
 ,土木工程学院,土木工程,623,623,623,山西,2018
 ,物理学院,物理学,631,627,629,山西,2018
 ,药学院（深圳）,药学（深圳）,637,623,629,山西,2018
 ,哲学系,逻辑学,621,620,621,山西,2018
 ,智能工程学院,交通工程,627,627,627,山西,2018
 ,智能工程学院,智能科学与技术,623,620,622,山西,2018
 ,中法核工程与技术学院,核工程类（中法合作办学）（核工程与核技术专业）,620,620,620,山西,2018
 ,中山医学院,法医学,625,625,625,山西,2018
 ,中山医学院,基础医学,630,627,629,山西,2018
 ,中山医学院,临床医学,650,635,640,山西,2018
 ,中山医学院,临床医学（八年制）,654,652,653,山西,2018
文科,法学院,法学,638,638,638,陕西,2018
 ,管理学院,工商管理,642,642,642,陕西,2018
 ,国际翻译学院,外国语言文学类（含英语、阿拉伯语、西班牙语、朝鲜语、俄语专业）,633,633,633,陕西,2018
 ,国际关系学院,国际政治,633,633,633,陕西,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,638,638,638,陕西,2018
 ,国际金融学院,金融学,644,639,642,陕西,2018
 ,历史学系（珠海）,历史学（珠海）,640,640,640,陕西,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,643,639,641,陕西,2018
 ,旅游学院,旅游管理类（含旅游管理、会展经济与管理专业）,633,633,633,陕西,2018
 ,社会学与人类学学院,人类学（含人类学、考古学专业）,633,632,633,陕西,2018
 ,社会学与人类学学院,社会学,633,632,633,陕西,2018
 ,外国语学院,法语,634,634,634,陕西,2018
 ,哲学系,哲学,635,635,635,陕西,2018
 ,中国语言文学系,汉语言文学,641,638,639,陕西,2018
理科,材料科学与工程学院,材料类（含材料物理、材料化学、高分子材料与工程专业）,665,663,664,陕西,2018
 ,地理科学与规划学院,地理科学类（含自然地理与资源环境、人文地理与城乡规划、地理信息科学、地理科学专业）,662,662,662,陕西,2018
 ,电子与通信工程学院,电子信息类（含电子信息科学与技术、通信工程专业）（深圳）,661,659,660,陕西,2018
 ,电子与信息工程学院,光电信息科学与工程（工学）,661,661,661,陕西,2018
 ,电子与信息工程学院,微电子科学与工程,666,660,663,陕西,2018
 ,管理学院,工商管理,663,662,663,陕西,2018
 ,光华口腔医学院,口腔医学（5+3）,670,667,669,陕西,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,671,662,665,陕西,2018
 ,国际金融学院,金融学,668,660,663,陕西,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,668,664,666,陕西,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,674,674,674,陕西,2018
 ,数据科学与计算机学院,计算机类（含计算机科学与技术、网络空间安全专业）,672,667,670,陕西,2018
 ,数据科学与计算机学院（软件学院）,软件工程,662,661,661,陕西,2018
 ,数学学院,数学类（含数学与应用数学、统计学专业）,672,664,669,陕西,2018
 ,物理与天文学院,物理学（珠海）,675,663,669,陕西,2018
 ,智能工程学院,智能科学与技术,663,663,663,陕西,2018
 ,中山医学院,临床医学,671,659,665,陕西,2018
 ,中山医学院,临床医学（八年制）,678,678,678,陕西,2018
文科,法学院,法学,627,622,624,辽宁,2018
 ,管理学院,会计学,629,627,628,辽宁,2018
 ,国际翻译学院,外国语言文学类（含英语、阿拉伯语、西班牙语、朝鲜语、俄语专业）,627,624,626,辽宁,2018
 ,国际关系学院,国际政治,624,623,623,辽宁,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,632,632,632,辽宁,2018
 ,历史学系,历史学,625,625,625,辽宁,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,635,626,631,辽宁,2018
 ,社会学与人类学学院,人类学（含人类学、考古学专业）,627,626,627,辽宁,2018
 ,外国语学院,日语,623,623,623,辽宁,2018
 ,中国语言文学系（珠海）,汉语言文学（珠海）,624,624,624,辽宁,2018
理科,材料学院,材料类（含材料物理、材料化学专业）,652,652,652,辽宁,2018
 ,地理科学与规划学院,地理科学类（含自然地理与资源环境、人文地理与城乡规划、地理信息科学、地理科学专业）,656,652,654,辽宁,2018
 ,电子与通信工程学院,电子信息类（含电子信息科学与技术、通信工程专业）（深圳）,659,653,656,辽宁,2018
 ,电子与信息工程学院,光电信息科学与工程（工学）,656,653,655,辽宁,2018
 ,公共卫生学院,预防医学,654,653,654,辽宁,2018
 ,光华口腔医学院,口腔医学,671,654,663,辽宁,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,657,656,657,辽宁,2018
 ,海洋工程与技术学院,海洋工程与技术,653,652,653,辽宁,2018
 ,化学学院,化学类（含化学、高分子材料与工程专业）,658,655,657,辽宁,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,666,660,663,辽宁,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,655,652,654,辽宁,2018
 ,生物医学工程学院,生物医学工程,654,654,654,辽宁,2018
 ,数据科学与计算机学院,计算机类（含计算机科学与技术、网络空间安全专业）,661,657,659,辽宁,2018
 ,数据科学与计算机学院,信息与计算科学,663,661,662,辽宁,2018
 ,数据科学与计算机学院（软件学院）,软件工程,657,656,657,辽宁,2018
 ,数学学院,数学类（含数学与应用数学、统计学专业）,659,657,658,辽宁,2018
 ,物理与天文学院,物理学（珠海）,658,655,657,辽宁,2018
 ,药学院（深圳）,药学（深圳）,656,654,655,辽宁,2018
 ,哲学系,逻辑学,654,652,653,辽宁,2018
 ,中法核工程与技术学院,核工程类（中法合作办学）（核工程与核技术专业）,653,653,653,辽宁,2018
 ,中山医学院,临床医学,673,656,667,辽宁,2018
 ,中山医学院,临床医学（八年制）,676,674,675,辽宁,2018
 ,资讯管理学院,信息管理与信息系统,656,655,656,辽宁,2018
文科,法学院,法学,582,582,582,青海,2018
 ,管理学院,工商管理,590,586,588,青海,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,583,581,582,青海,2018
 ,中国语言文学系,汉语言文学,589,580,585,青海,2018
理科,材料科学与工程学院,材料类（含材料物理、材料化学、高分子材料与工程专业）,565,565,565,青海,2018
 ,电子与通信工程学院,电子信息类（含电子信息科学与技术、通信工程专业）（深圳）,588,579,584,青海,2018
 ,管理学院,工商管理,580,573,576,青海,2018
 ,国际金融学院,金融学,586,586,586,青海,2018
 ,航空航天学院,理论与应用力学,566,566,566,青海,2018
 ,化学工程与技术学院,化学工程与工艺,580,559,570,青海,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,609,561,585,青海,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,585,576,581,青海,2018
 ,数据科学与计算机学院（软件学院）,软件工程,585,562,574,青海,2018
 ,物理与天文学院,物理学（珠海）,572,560,566,青海,2018
 ,医学院,临床医学（深圳）,602,574,589,青海,2018
文科,法学院,法学,582,582,582,青海,2018
 ,管理学院,工商管理,590,586,588,青海,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,583,581,582,青海,2018
 ,中国语言文学系,汉语言文学,589,580,585,青海,2018
理科,材料科学与工程学院,材料类（含材料物理、材料化学、高分子材料与工程专业）,565,565,565,青海,2018
 ,电子与通信工程学院,电子信息类（含电子信息科学与技术、通信工程专业）（深圳）,588,579,584,青海,2018
 ,管理学院,工商管理,580,573,576,青海,2018
 ,国际金融学院,金融学,586,586,586,青海,2018
 ,航空航天学院,理论与应用力学,566,566,566,青海,2018
 ,化学工程与技术学院,化学工程与工艺,580,559,570,青海,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,609,561,585,青海,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,585,576,581,青海,2018
 ,数据科学与计算机学院（软件学院）,软件工程,585,562,574,青海,2018
 ,物理与天文学院,物理学（珠海）,572,560,566,青海,2018
 ,医学院,临床医学（深圳）,602,574,589,青海,2018
文科,法学院,法学,622,619,621,宁夏,2018
 ,国际翻译学院,外国语言文学类（含英语、阿拉伯语、西班牙语、朝鲜语、俄语专业）,619,619,619,宁夏,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,621,621,621,宁夏,2018
 ,社会学与人类学学院,人类学（含人类学、考古学专业）,622,622,622,宁夏,2018
 ,社会学与人类学学院,社会学,616,616,616,宁夏,2018
 ,中国语言文学系（珠海）,汉语言文学（珠海）,622,622,622,宁夏,2018
理科,地理科学与规划学院,地理科学类（含自然地理与资源环境、人文地理与城乡规划、地理信息科学、地理科学专业）,606,605,606,宁夏,2018
 ,电子与通信工程学院,电子信息类（含电子信息科学与技术、通信工程专业）（深圳）,625,613,619,宁夏,2018
 ,公共卫生学院（深圳）,预防医学（深圳）,611,611,611,宁夏,2018
 ,航空航天学院,航空航天工程,621,607,614,宁夏,2018
 ,化学学院,化学类（含化学、高分子材料与工程专业）,623,623,623,宁夏,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,632,632,632,宁夏,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,623,623,623,宁夏,2018
 ,数据科学与计算机学院（软件学院）,软件工程,643,619,631,宁夏,2018
 ,数学学院（珠海）,数学类（含数学与应用数学、信息与计算科学专业）（珠海）,609,609,609,宁夏,2018
 ,药学院,药学,604,604,604,宁夏,2018
 ,医学院,临床医学（深圳）,636,633,635,宁夏,2018
 ,中山医学院,临床医学（八年制）,645,637,641,宁夏,2018
文科,传播与设计学院,新闻传播学类（含新闻学、传播学专业）,614,614,614,内蒙古,2018
 ,法学院,法学,616,608,612,内蒙古,2018
 ,管理学院,工商管理,618,618,618,内蒙古,2018
 ,国际翻译学院,外国语言文学类（含英语、阿拉伯语、西班牙语、朝鲜语、俄语专业）,612,612,612,内蒙古,2018
 ,国际金融学院,金融学,617,617,617,内蒙古,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,622,622,622,内蒙古,2018
 ,旅游学院,旅游管理类（含旅游管理、会展经济与管理专业）,619,619,619,内蒙古,2018
理科,大气科学学院,大气科学类（含大气科学、应用气象学专业）,640,640,640,内蒙古,2018
 ,管理学院,工商管理,651,644,648,内蒙古,2018
 ,国际金融学院,金融学,658,650,654,内蒙古,2018
 ,航空航天学院,航空航天工程,647,638,643,内蒙古,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,649,649,649,内蒙古,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,650,639,645,内蒙古,2018
 ,数据科学与计算机学院,保密管理,609,609,609,内蒙古,2018
 ,数据科学与计算机学院,计算机类（含计算机科学与技术、网络空间安全专业）,657,648,653,内蒙古,2018
 ,数学学院,数学类（含数学与应用数学、统计学专业）,659,648,654,内蒙古,2018
 ,物理学院,光电信息科学与工程（理学）,649,649,649,内蒙古,2018
 ,物理与天文学院,物理学（珠海）,658,658,658,内蒙古,2018
 ,心理学系,心理学,647,647,647,内蒙古,2018
 ,药学院（深圳）,药学（深圳）,609,609,609,内蒙古,2018
 ,医学院,临床医学（深圳）,659,659,659,内蒙古,2018
 ,中山医学院,临床医学（八年制）,661,661,661,内蒙古,2018
 ,资讯管理学院,信息管理与信息系统,647,609,628,内蒙古,2018
文科,传播与设计学院,新闻传播学类（含新闻学、传播学专业）,637,637,637,江西,2018
 ,法学院,法学,643,640,642,江西,2018
 ,管理学院,工商管理,645,642,644,江西,2018
 ,国际翻译学院,外国语言文学类（含英语、阿拉伯语、西班牙语、朝鲜语、俄语专业）,638,635,637,江西,2018
 ,国际关系学院,国际政治,638,635,637,江西,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,643,643,643,江西,2018
 ,国际金融学院,金融学,644,641,643,江西,2018
 ,历史学系（珠海）,历史学（珠海）,634,634,634,江西,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,647,645,646,江西,2018
 ,旅游学院,旅游管理类（含旅游管理、会展经济与管理专业）,635,635,635,江西,2018
 ,社会学与人类学学院,人类学（含人类学、考古学专业）,645,638,642,江西,2018
 ,外国语学院,德语,637,634,636,江西,2018
 ,外国语学院,法语,642,639,641,江西,2018
 ,外国语学院,英语,639,636,638,江西,2018
 ,哲学系（珠海）,哲学（珠海）,637,634,636,江西,2018
 ,政治与公共事务管理学院,公共管理类（含行政管理、政治学与行政学专业）,641,635,637,江西,2018
 ,中国语言文学系（珠海）,汉语言文学（珠海）,643,635,639,江西,2018
 ,资讯管理学院,图书情报与档案管理类（含图书馆学、档案学专业）,636,634,635,江西,2018
理科,材料学院,材料类（含材料物理、材料化学专业）,653,652,653,江西,2018
 ,大气科学学院,大气科学类（含大气科学、应用气象学专业）,652,650,651,江西,2018
 ,地理科学与规划学院,地理科学类（含自然地理与资源环境、人文地理与城乡规划、地理信息科学、地理科学专业）,649,649,649,江西,2018
 ,电子与信息工程学院,电子信息类（含电子信息科学与技术、通信工程专业）,654,653,654,江西,2018
 ,电子与信息工程学院,光电信息科学与工程（工学）,657,650,652,江西,2018
 ,电子与信息工程学院,微电子科学与工程,654,651,653,江西,2018
 ,公共卫生学院,预防医学,650,650,650,江西,2018
 ,管理学院,工商管理,658,653,655,江西,2018
 ,光华口腔医学院,口腔医学（5+3）,664,663,664,江西,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,654,651,652,江西,2018
 ,国际金融学院,金融学,658,654,656,江西,2018
 ,海洋工程与技术学院,海洋工程与技术,650,649,650,江西,2018
 ,航空航天学院,理论与应用力学,649,649,649,江西,2018
 ,化学工程与技术学院,化学工程与工艺,649,649,649,江西,2018
 ,环境科学与工程学院,环境科学与工程类（含环境科学、环境工程专业）,653,649,651,江西,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,667,659,664,江西,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,653,649,651,江西,2018
 ,数据科学与计算机学院,计算机类（含计算机科学与技术、网络空间安全专业）,659,654,656,江西,2018
 ,数据科学与计算机学院（软件学院）,软件工程,653,652,653,江西,2018
 ,数学学院,数学类（含数学与应用数学、统计学专业）,655,652,653,江西,2018
 ,土木工程学院,土木工程,653,650,652,江西,2018
 ,物理与天文学院,物理学（珠海）,652,648,650,江西,2018
 ,心理学系,心理学,652,648,650,江西,2018
 ,药学院（深圳）,药学（深圳）,649,649,649,江西,2018
 ,哲学系,逻辑学,652,649,651,江西,2018
 ,智能工程学院,交通工程,653,649,651,江西,2018
 ,智能工程学院,智能科学与技术,654,652,653,江西,2018
 ,中山医学院,基础医学,659,650,655,江西,2018
 ,中山医学院,临床医学,665,649,655,江西,2018
 ,中山医学院,临床医学（八年制）,668,667,668,江西,2018
 ,资讯管理学院,信息管理与信息系统,655,652,653,江西,2018
文科,传播与设计学院,新闻传播学类（含新闻学、传播学专业）,621,621,621,吉林,2018
 ,法学院,法学,625,611,618,吉林,2018
 ,管理学院,工商管理,626,624,625,吉林,2018
 ,国际金融学院,金融学,627,627,627,吉林,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,645,639,642,吉林,2018
 ,社会学与人类学学院,社会学,623,610,617,吉林,2018
 ,外国语学院,日语,612,609,611,吉林,2018
 ,哲学系,哲学,611,610,611,吉林,2018
 ,政治与公共事务管理学院,公共管理类（含行政管理、政治学与行政学专业）,621,614,618,吉林,2018
 ,中国语言文学系,汉语言文学,617,616,617,吉林,2018
 ,资讯管理学院,图书情报与档案管理类（含图书馆学、档案学专业）,619,619,619,吉林,2018
理科,材料科学与工程学院,材料类（含材料物理、材料化学、高分子材料与工程专业）,664,646,654,吉林,2018
 ,大气科学学院,大气科学类（含大气科学、应用气象学专业）,647,646,647,吉林,2018
 ,地理科学与规划学院,地理科学类（含自然地理与资源环境、人文地理与城乡规划、地理信息科学、地理科学专业）,658,646,650,吉林,2018
 ,电子与信息工程学院,电子信息类（含电子信息科学与技术、通信工程专业）,659,647,654,吉林,2018
 ,公共卫生学院（深圳）,预防医学（深圳）,658,646,650,吉林,2018
 ,管理学院,工商管理,661,656,659,吉林,2018
 ,光华口腔医学院,口腔医学,670,666,668,吉林,2018
 ,国际金融学院,金融学,658,655,657,吉林,2018
 ,海洋科学学院,海洋科学,648,645,647,吉林,2018
 ,航空航天学院,理论与应用力学,668,658,663,吉林,2018
 ,化学工程与技术学院,化学工程与工艺,647,646,646,吉林,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,671,670,671,吉林,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,665,649,657,吉林,2018
 ,数据科学与计算机学院,计算机类（含计算机科学与技术、网络空间安全专业）,664,657,661,吉林,2018
 ,数据科学与计算机学院（软件学院）,软件工程,653,652,653,吉林,2018
 ,数学学院,数学类（含数学与应用数学、统计学专业）,668,659,664,吉林,2018
 ,土木工程学院,土木工程,647,646,647,吉林,2018
 ,物理学院,光电信息科学与工程（理学）,656,646,650,吉林,2018
 ,物理学院,物理学,655,647,651,吉林,2018
 ,医学院,临床医学（深圳）,674,667,671,吉林,2018
 ,中法核工程与技术学院,核工程类（中法合作办学）（核工程与核技术专业）,651,651,651,吉林,2018
 ,中山医学院,临床医学（八年制）,675,672,674,吉林,2018
文科,传播与设计学院,新闻传播学类（含新闻学、传播学专业）,655,652,654,湖南,2018
 ,法学院,法学,657,652,654,湖南,2018
 ,管理学院,工商管理,654,652,653,湖南,2018
 ,国际翻译学院,外国语言文学类（含英语、阿拉伯语、西班牙语、朝鲜语、俄语专业）,651,651,651,湖南,2018
 ,国际关系学院,国际政治,653,651,652,湖南,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,657,654,656,湖南,2018
 ,国际金融学院,金融学,659,656,658,湖南,2018
 ,历史学系（珠海）,历史学（珠海）,653,653,653,湖南,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,659,654,657,湖南,2018
 ,旅游学院,旅游管理类（含旅游管理、会展经济与管理专业）,657,651,654,湖南,2018
 ,社会学与人类学学院,人类学（含人类学、考古学专业）,657,651,654,湖南,2018
 ,外国语学院,德语,652,651,652,湖南,2018
 ,外国语学院,法语,655,652,654,湖南,2018
 ,外国语学院,英语,653,652,653,湖南,2018
 ,哲学系（珠海）,哲学（珠海）,659,659,659,湖南,2018
 ,政治与公共事务管理学院,公共管理类（含行政管理、政治学与行政学专业）,653,651,652,湖南,2018
 ,中国语言文学系,汉语言文学,658,653,655,湖南,2018
 ,资讯管理学院,图书情报与档案管理类（含图书馆学、档案学专业）,652,652,652,湖南,2018
理科,材料学院,材料类（含材料物理、材料化学专业）,660,658,659,湖南,2018
 ,大气科学学院,大气科学类（含大气科学、应用气象学专业）,656,655,656,湖南,2018
 ,地理科学与规划学院,城乡规划,661,658,660,湖南,2018
 ,地理科学与规划学院,地理科学类（含自然地理与资源环境、人文地理与城乡规划、地理信息科学、地理科学专业）,660,657,659,湖南,2018
 ,电子与信息工程学院,电子信息类（含电子信息科学与技术、通信工程专业）,662,657,658,湖南,2018
 ,电子与信息工程学院,光电信息科学与工程（工学）,664,657,659,湖南,2018
 ,公共卫生学院,预防医学,656,656,656,湖南,2018
 ,管理学院,工商管理,667,662,664,湖南,2018
 ,光华口腔医学院,口腔医学（5+3）,671,661,666,湖南,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,670,658,662,湖南,2018
 ,国际金融学院,金融学,663,660,662,湖南,2018
 ,航空航天学院,航空航天工程,657,654,656,湖南,2018
 ,航空航天学院,理论与应用力学,657,654,656,湖南,2018
 ,化学工程与技术学院,化学工程与工艺,658,655,656,湖南,2018
 ,环境科学与工程学院,环境科学与工程类（含环境科学、环境工程专业）,658,655,656,湖南,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,670,669,670,湖南,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,659,656,658,湖南,2018
 ,生物医学工程学院,生物医学工程,669,654,662,湖南,2018
 ,数据科学与计算机学院,计算机类（含计算机科学与技术、网络空间安全专业）,668,658,662,湖南,2018
 ,数据科学与计算机学院,信息与计算科学,661,660,660,湖南,2018
