科类,院系,专业,最高分,最低分,平均分,省份,年份
理科,地理科学与规划学院,城乡规划,623,623,623,云南,2017
理科,地理科学与规划学院,地理科学类,622,621,622,云南,2017
理科,地球科学与工程学院,地质学类,,,,云南,2017
理科,电子与信息工程学院,电子信息类,628,625,627,云南,2017
理科,电子与信息工程学院,光电信息科学与工程,627,621,624,云南,2017
理科,电子与信息工程学院,微电子科学与工程,628,628,628,云南,2017
理科,法学院,法学,,,,云南,2017
理科,工学院,交通工程,630,630,630,云南,2017
理科,工学院,理论与应用力学,620,620,620,云南,2017
理科,公共卫生学院（广州）,预防医学,632,622,628,云南,2017
理科,管理学院,工商管理类,,,,云南,2017
理科,管理学院,会计学,636,629,633,云南,2017
理科,光华口腔医学院,口腔医学（5+3）,639,630,635,云南,2017
理科,国际翻译学院,外国语言文学类,,,,云南,2017
理科,国际金融学院,经济学类,,,,云南,2017
理科,国际金融学院,金融学,654,632,643,云南,2017
理科,海洋科学学院,海洋科学,,,,云南,2017
理科,海洋工程与技术学院,海洋科学,624,624,624,云南,2017
理科,化学工程与技术学院,化学工程与工艺,,,,云南,2017
理科,化学学院,化学类,627,622,625,云南,2017
理科,岭南学院,经济学类,639,635,637,云南,2017
理科,旅游学院,旅游管理类,620,619,620,云南,2017
理科,生命科学学院,生物科学类,634,632,633,云南,2017
理科,数据科学与计算机学院,计算机类,632,631,632,云南,2017
理科,数据科学与计算机学院,信息与计算科学,633,633,633,云南,2017
理科,数据科学与计算机学院（软件学院）,软件工程,636,626,632,云南,2017
理科,数学学院（广州）,数学类,,,,云南,2017
理科,数学学院（珠海）,数学类,635,633,634,云南,2017
理科,物理学院（广州）,物理学,635,635,635,云南,2017
理科,心理学系,心理学,625,625,625,云南,2017
理科,药学院（广州）,药学,,,,云南,2017
文科,传播与设计学院,新闻传播学类,639,639,639,贵州,2017
文科,法学院,法学,654,653,654,贵州,2017
文科,管理学院,工商管理,659,659,659,贵州,2017
文科,国际翻译学院,外国语言文学类,632,632,632,贵州,2017
文科,国际金融学院,工商管理类,659,655,657,贵州,2017
文科,历史学系（珠海）,历史学,634,634,634,贵州,2017
文科,岭南学院,经济学类,663,660,662,贵州,2017
文科,社会学与人类学学院,人类学,636,636,636,贵州,2017
文科,社会学与人类学学院,社会学,656,656,656,贵州,2017
文科,外国语学院,英语,650,650,650,贵州,2017
文科,哲学系（广州）,哲学,644,636,640,贵州,2017
文科,政治与公共事务管理学院,公共管理类,635,635,635,贵州,2017
文科,中国语言文学系（广州）,汉语言文学,,,,贵州,2017
文科,中国语言文学系（珠海）,汉语言文学,631,631,631,贵州,2017
文科,资讯管理学院,图书情报与档案管理类,638,630,634,贵州,2017
理科,材料科学与工程学院,材料类,,,,贵州,2017
理科,材料学院,材料类,609,609,609,贵州,2017
理科,大气科学学院,大气科学类,612,612,612,贵州,2017
理科,地理科学与规划学院,城乡规划,617,617,617,贵州,2017
理科,地理科学与规划学院,地理科学类,605,605,605,贵州,2017
理科,地理科学与规划学院,水文与水资源工程,,,,贵州,2017
理科,地球科学与工程学院,地质学类,604,604,604,贵州,2017
理科,电子与信息工程学院,微电子科学与工程,609,606,608,贵州,2017
理科,电子与信息工程学院,电子信息类,,,,贵州,2017
理科,电子与通信工程学院,电子信息类,621,610,617,贵州,2017
理科,工学院,能源与动力工程,,,,贵州,2017
理科,生物医学工程学院,生物医学工程,585,585,585,贵州,2017
理科,公共卫生学院（广州）,预防医学,,,,贵州,2017
理科,公共卫生学院（深圳）,预防医学,624,624,624,贵州,2017
理科,管理学院,工商管理类,,,,贵州,2017
理科,管理学院,工商管理,627,625,626,贵州,2017
理科,光华口腔医学院,口腔医学,622,622,622,贵州,2017
理科,国际翻译学院,外国语言文学类,,,,贵州,2017
理科,国际金融学院,工商管理类,,,,贵州,2017
理科,国际金融学院,经济学类,,,,贵州,2017
理科,国际金融学院,金融学,631,622,627,贵州,2017
理科,海洋科学学院,海洋科学,616,610,613,贵州,2017
理科,化学学院,化学类,,,,贵州,2017
理科,化学工程与技术学院,化学工程与工艺,606,605,606,贵州,2017
理科,环境科学与工程学院,环境科学与工程类,606,606,606,贵州,2017
理科,岭南学院,经济学类,633,633,633,贵州,2017
理科,旅游学院,旅游管理类,609,587,604,贵州,2017
理科,生命科学学院,生物科学类,623,609,618,贵州,2017
理科,数据科学与计算机学院,计算机类,626,618,622,贵州,2017
理科,数据科学与计算机学院（软件学院）,软件工程,,,,贵州,2017
理科,数学学院（珠海）,数学类,,,,贵州,2017
理科,数学学院（广州）,数学类,620,602,611,贵州,2017
理科,物理学院（广州）,光电信息科学与工程,601,601,601,贵州,2017
理科,物理学院（广州）,物理学,,,,贵州,2017
理科,物理与天文学院,物理学,620,620,620,贵州,2017
文科,法学院,法学,597,597,597,新疆,2017
文科,国际翻译学院,外国语言文学类,601,601,601,新疆,2017
文科,历史学系（珠海）,历史学,585,585,585,新疆,2017
文科,中国语言文学系（珠海）,汉语言文学,,,,新疆,2017
文科,中国语言文学系（广州）,汉语言文学,601,601,601,新疆,2017
理科,材料科学与工程学院,材料类,614,614,614,新疆,2017
理科,地理科学与规划学院,地理科学类,,,,新疆,2017
理科,地球科学与工程学院,地质学类,628,628,628,新疆,2017
理科,电子与通信工程学院,电子信息类,620,620,620,新疆,2017
理科,公共卫生学院（广州）,预防医学,,,,新疆,2017
理科,公共卫生学院（深圳）,预防医学,613,613,613,新疆,2017
理科,管理学院,工商管理类,,,,新疆,2017
理科,管理学院,工商管理,616,616,616,新疆,2017
理科,国际翻译学院,外国语言文学类,,,,新疆,2017
理科,旅游学院,旅游管理类,613,613,613,新疆,2017
理科,生命科学学院,生物科学类,615,615,615,新疆,2017
理科,数据科学与计算机学院（软件学院）,软件工程,,,,新疆,2017
理科,数学学院（广州）,数学类,,,,新疆,2017
理科,数学学院（珠海）,数学类,615,613,614,新疆,2017
理科,心理学系,心理学,613,613,613,新疆,2017
理科,药学院（广州）,药学,618,618,618,新疆,2017
理科,中山医学院,康复治疗学,,,,新疆,2017
理科,中山医学院,临床医学,622,622,622,新疆,2017
文科,法学院,法学,,,,甘肃,2017
文科,历史学系（广州）,历史学,,,,甘肃,2017
文科,历史学系（珠海）,历史学,600,600,600,甘肃,2017
文科,国际金融学院,工商管理类,605,605,605,甘肃,2017
文科,岭南学院,经济学类,607,607,607,甘肃,2017
文科,中国语言文学系（珠海）,汉语言文学,603,603,603,甘肃,2017
理科,材料科学与工程学院,材料类,607,607,607,甘肃,2017
理科,大气科学学院,大气科学类,592,592,592,甘肃,2017
理科,地理科学与规划学院,城乡规划,608,608,608,甘肃,2017
理科,地理科学与规划学院,地理科学类,609,609,609,甘肃,2017
理科,电子与信息工程学院,电子信息类,614,614,614,甘肃,2017
理科,公共卫生学院,预防医学,624,607,616,甘肃,2017
理科,管理学院,会计学,616,616,616,甘肃,2017
理科,光华口腔医学院,口腔医学,628,628,628,甘肃,2017
理科,国际翻译学院,外国语言文学类,,,,甘肃,2017
理科,化学工程与技术学院,化学工程与工艺,,,,甘肃,2017
理科,化学学院,化学类,614,614,614,甘肃,2017
理科,岭南学院,经济学类,626,626,626,甘肃,2017
理科,生命科学学院,生物科学类,619,619,619,甘肃,2017
理科,数据科学与计算机学院,计算机类,620,611,614,甘肃,2017
理科,数据科学与计算机学院,信息与计算科学,610,610,610,甘肃,2017
理科,数据科学与计算机学院（软件学院）,软件工程,612,612,612,甘肃,2017
理科,物理学院（广州）,物理学,,,,甘肃,2017
理科,数学学院（广州）,数学类,617,607,612,甘肃,2017
理科,药学院（广州）,药学,,,,甘肃,2017
理科,药学院（深圳）,药学,614,614,614,甘肃,2017
理科,中法核工程与技术学院,核工程类（中外合作办学）（核工程与核技术专业）,,,,甘肃,2017
理科,中山医学院,康复治疗学,,,,甘肃,2017
理科,中山医学院,临床医学,630,627,629,甘肃,2017
理科,中山医学院,临床医学（八年制）,634,631,633,甘肃,2017
理科,航空航天学院,理论与应用力学,608,608,608,甘肃,2017
理科,智能工程学院,自动化,610,610,610,甘肃,2017
文科,传播与设计学院,新闻传播学类(含藏族）,435,435,435,西藏,2017
文科,国际金融学院,工商管理类,605,605,605,西藏,2017
文科,历史学系（珠海）,历史学（含藏族）,458,458,458,西藏,2017
文科,社会学与人类学学院,人类学（含藏族）,432,432,432,西藏,2017
文科,政治与公共事务管理学院,公共管理类,603,603,603,西藏,2017
文科,中国语言文学系（广州）,汉语言文学(含藏族）,,,,西藏,2017
文科,中国语言文学系（珠海）,汉语言文学(含藏族）,437,437,437,西藏,2017
理科,地理科学与规划学院,地理科学类(含藏族）,339,339,339,西藏,2017
理科,公共卫生学院（广州）,卫生检验与检疫,,,,西藏,2017
理科,公共卫生学院（广州）,预防医学,573,573,573,西藏,2017
理科,国际金融学院,工商管理类,,,,西藏,2017
理科,国际金融学院,经济学类,,,,西藏,2017
理科,旅游学院,旅游管理类(含藏族）,361,361,361,西藏,2017
理科,药学院（深圳）,药学,565,565,565,西藏,2017
文科,传播与设计学院,新闻传播学类,619,618,619,河南,2017
文科,法学院,法学,623,616,619,河南,2017
文科,管理学院,工商管理类,,,,河南,2017
文科,管理学院,工商管理,627,626,627,河南,2017
文科,国际翻译学院,外国语言文学类,620,620,620,河南,2017
文科,国际金融学院,工商管理类,625,624,625,河南,2017
文科,国际金融学院,金融学,624,623,624,河南,2017
文科,历史学系（珠海）,历史学,,,,河南,2017
文科,历史学系（广州）,历史学,616,616,616,河南,2017
文科,岭南学院,经济学类,629,628,629,河南,2017
文科,旅游学院,旅游管理类,624,624,624,河南,2017
文科,社会学与人类学学院,人类学,624,624,624,河南,2017
文科,社会学与人类学学院,社会学,622,622,622,河南,2017
文科,外国语学院,法语,619,619,619,河南,2017
文科,外国语学院,英语,620,619,620,河南,2017
文科,哲学系（广州）,哲学,626,617,622,河南,2017
文科,政治与公共事务管理学院,公共管理类,620,619,620,河南,2017
文科,中国语言文学系（广州）,汉语言文学,,,,河南,2017
文科,中国语言文学系（珠海）,汉语言文学,616,616,616,河南,2017
文科,资讯管理学院,图书情报与档案管理类,616,616,616,河南,2017
理科,材料科学与工程学院,材料类,620,616,618,河南,2017
理科,大气科学学院,大气科学类,616,613,615,河南,2017
理科,地理科学与规划学院,城乡规划,626,626,626,河南,2017
理科,地理科学与规划学院,地理科学类,618,618,618,河南,2017
理科,电子与信息工程学院,电子信息类,,,,河南,2017
理科,电子与通信工程学院,电子信息类,625,619,622,河南,2017
理科,电子与信息工程学院,微电子科学与工程,629,628,629,河南,2017
理科,工学院,理论与应用力学,618,616,617,河南,2017
理科,工学院,能源与动力工程,,,,河南,2017
理科,工学院,生物医学工程,,,,河南,2017
理科,生物医学工程学院,生物医学工程,621,617,619,河南,2017
理科,公共卫生学院（广州）,预防医学,,,,河南,2017
理科,公共卫生学院（深圳）,预防医学,624,618,621,河南,2017
理科,管理学院,工商管理类,,,,河南,2017
理科,管理学院,工商管理,631,619,624,河南,2017
理科,光华口腔医学院,口腔医学（5+3）,634,634,634,河南,2017
理科,国际金融学院,经济学类,,,,河南,2017
理科,国际金融学院,金融学,631,617,624,河南,2017
理科,海洋科学学院,海洋科学,617,617,617,河南,2017
理科,化学学院,化学类,,,,河南,2017
理科,化学工程与技术学院,化学工程与工艺,617,616,617,河南,2017
理科,环境科学与工程学院,环境科学与工程类,617,617,617,河南,2017
理科,岭南学院,经济学类,637,635,636,河南,2017
理科,旅游学院,旅游管理类,619,619,619,河南,2017
理科,生命科学学院,生物科学类,631,617,622,河南,2017
理科,数据科学与计算机学院,保密管理,620,616,618,河南,2017
理科,数据科学与计算机学院,计算机类,635,629,632,河南,2017
理科,数据科学与计算机学院,信息与计算科学,622,621,622,河南,2017
理科,数据科学与计算机学院（软件学院）,软件工程,627,624,625,河南,2017
理科,数学学院（广州）,数学类,,,,河南,2017
文科,传播与设计学院,新闻传播学类,615,614,615,安徽,2017
文科,法学院,法学,620,615,617,安徽,2017
文科,管理学院,工商管理类,,,,安徽,2017
文科,管理学院,工商管理,620,618,619,安徽,2017
文科,国际翻译学院,外国语言文学类,613,613,613,安徽,2017
文科,国际关系学院,国际政治,614,614,614,安徽,2017
文科,国际金融学院,工商管理类,622,615,619,安徽,2017
文科,国际金融学院,金融学,627,627,627,安徽,2017
文科,历史学系（广州）,历史学,614,613,614,安徽,2017
文科,岭南学院,经济学类,620,620,620,安徽,2017
文科,旅游学院,旅游管理类,616,615,616,安徽,2017
文科,社会学与人类学学院,人类学,613,613,613,安徽,2017
文科,社会学与人类学学院,社会学,620,614,617,安徽,2017
文科,外国语学院,德语,619,615,616,安徽,2017
文科,外国语学院,英语,614,614,614,安徽,2017
文科,哲学系（珠海）,哲学,,,,安徽,2017
文科,哲学系（广州）,哲学,616,616,616,安徽,2017
文科,政治与公共事务管理学院,公共管理类,617,613,615,安徽,2017
文科,中国语言文学系（广州）,汉语言文学,,,,安徽,2017
文科,中国语言文学系（珠海）,汉语言文学,617,616,617,安徽,2017
文科,资讯管理学院,图书情报与档案管理类,614,614,614,安徽,2017
理科,材料科学与工程学院,材料类,621,616,619,安徽,2017
理科,大气科学学院,大气科学类,617,616,617,安徽,2017
理科,地理科学与规划学院,城乡规划,617,617,617,安徽,2017
理科,地理科学与规划学院,地理科学类,620,617,619,安徽,2017
理科,地球科学与工程学院,地质学类,616,616,616,安徽,2017
理科,电子与通信工程学院,电子信息类,626,620,624,安徽,2017
理科,电子与信息工程学院,电子信息类,,,,安徽,2017
理科,电子与信息工程学院,微电子科学与工程,630,622,625,安徽,2017
理科,工学院,理论与应用力学,619,617,618,安徽,2017
理科,工学院,能源与动力工程,,,,安徽,2017
理科,工学院,生物医学工程,,,,安徽,2017
理科,生物医学工程学院,生物医学工程,617,617,617,安徽,2017
理科,公共卫生学院（广州）,预防医学,,,,安徽,2017
理科,公共卫生学院（深圳）,预防医学,622,618,620,安徽,2017
理科,管理学院,工商管理类,,,,安徽,2017
理科,管理学院,工商管理,629,628,629,安徽,2017
理科,光华口腔医学院,口腔医学,629,628,629,安徽,2017
理科,光华口腔医学院,口腔医学（5+3）,630,626,628,安徽,2017
理科,国际翻译学院,外国语言文学类,,,,安徽,2017
理科,国际金融学院,经济学类,,,,安徽,2017
理科,国际金融学院,金融学,620,620,620,安徽,2017
理科,海洋科学学院,海洋科学,617,617,617,安徽,2017
理科,化学学院,化学类,,,,安徽,2017
理科,化学工程与技术学院,化学工程与工艺,618,617,618,安徽,2017
理科,环境科学与工程学院,环境科学与工程类,619,617,618,安徽,2017
理科,岭南学院,管理科学与工程类,634,632,633,安徽,2017
理科,岭南学院,经济学类,631,617,624,安徽,2017
理科,旅游学院,旅游管理类,618,618,618,安徽,2017
文科,法学院,法学,597,596,597,黑龙江,2017
文科,管理学院,工商管理类,,,,黑龙江,2017
文科,管理学院,会计学,606,604,605,黑龙江,2017
文科,国际翻译学院,外国语言文学类,598,596,597,黑龙江,2017
文科,岭南学院,经济学类,614,611,613,黑龙江,2017
文科,外国语学院,德语,593,589,591,黑龙江,2017
文科,外国语学院,日语,591,591,591,黑龙江,2017
文科,哲学系（广州）,哲学,,,,黑龙江,2017
文科,哲学系（珠海）,哲学,596,594,595,黑龙江,2017
文科,政治与公共事务管理学院,公共管理类,600,590,595,黑龙江,2017
文科,中国语言文学系（珠海）,汉语言文学,,,,黑龙江,2017
文科,中国语言文学系（广州）,汉语言文学,596,596,596,黑龙江,2017
文科,资讯管理学院,图书情报与档案管理类,593,593,593,黑龙江,2017
理科,材料科学与工程学院,材料类,640,631,633,黑龙江,2017
理科,大气科学学院,大气科学类,630,630,630,黑龙江,2017
理科,地理科学与规划学院,地理科学类,631,630,630,黑龙江,2017
理科,电子与信息工程学院,电子信息类,637,634,636,黑龙江,2017
理科,工学院,理论与应用力学,633,633,633,黑龙江,2017
理科,公共卫生学院（广州）,预防医学,,,,黑龙江,2017
理科,公共卫生学院（深圳）,预防医学,636,633,635,黑龙江,2017
理科,管理学院,工商管理类,,,,黑龙江,2017
理科,管理学院,会计学,651,649,650,黑龙江,2017
理科,光华口腔医学院,口腔医学,646,639,643,黑龙江,2017
理科,国际翻译学院,外国语言文学类,,,,黑龙江,2017
理科,国际金融学院,经济学类,,,,黑龙江,2017
理科,国际金融学院,金融学,647,646,647,黑龙江,2017
理科,海洋科学学院,海洋科学,635,635,635,黑龙江,2017
理科,化学工程与技术学院,化学工程与工艺,,,,黑龙江,2017
理科,化学学院,化学类,637,637,637,黑龙江,2017
理科,环境科学与工程学院,环境科学与工程类（含环境科学、环境工程专业）,630,630,630,黑龙江,2017
理科,岭南学院,经济学类,653,649,651,黑龙江,2017
理科,旅游学院,旅游管理类,638,637,638,黑龙江,2017
理科,生命科学学院,生物科学类,655,641,647,黑龙江,2017
理科,数据科学与计算机学院,计算机类,645,642,644,黑龙江,2017
理科,数据科学与计算机学院,信息与计算科学,643,643,643,黑龙江,2017
理科,数据科学与计算机学院（软件学院）,软件工程,640,635,638,黑龙江,2017
理科,数学学院（广州）,数学类,,,,黑龙江,2017
理科,数学学院（珠海）,数学类,647,645,646,黑龙江,2017
理科,物理学院（广州）,物理学,632,632,632,黑龙江,2017
理科,药学院（广州）,药学,641,633,636,黑龙江,2017
理科,医学院（深圳）,临床医学,650,640,645,黑龙江,2017
理科,中法核工程与技术学院,核工程类（中外合作办学）（核工程与核技术专业）,631,631,631,黑龙江,2017
理科,中山医学院,临床医学（八年制）,654,654,654,黑龙江,2017
理科,中山医学院,医学检验技术,,,,黑龙江,2017
文科,传播与设计学院,新闻传播学类,600,590,595,福建,2017
文科,法学院,法学,590,586,588,福建,2017
文科,管理学院,工商管理类,,,,福建,2017
文科,管理学院,会计学,598,592,596,福建,2017
文科,国际翻译学院,外国语言文学类,587,584,586,福建,2017
文科,国际金融学院,工商管理类,590,590,590,福建,2017
文科,历史学系（广州）,历史学,,,,福建,2017
文科,历史学系（珠海）,历史学,586,581,584,福建,2017
文科,岭南学院,经济学类,601,598,600,福建,2017
文科,旅游学院,旅游管理类,,,,福建,2017
文科,社会学与人类学学院,人类学,585,581,583,福建,2017
文科,外国语学院,德语,586,585,586,福建,2017
文科,哲学系（广州）,哲学,,,,福建,2017
文科,哲学系（珠海）,哲学,582,581,582,福建,2017
文科,中国语言文学系（广州）,汉语言文学,,,,福建,2017
文科,中国语言文学系（珠海）,汉语言文学,589,585,587,福建,2017
文科,资讯管理学院,图书情报与档案管理类,584,584,584,福建,2017
理科,材料科学与工程学院,材料类,,,,福建,2017
理科,材料学院,材料类,593,582,586,福建,2017
理科,大气科学学院,大气科学类,591,581,585,福建,2017
理科,地理科学与规划学院,城乡规划,596,587,591,福建,2017
理科,地理科学与规划学院,地理科学类,586,584,585,福建,2017
理科,地理科学与规划学院,水文与水资源工程,,,,福建,2017
理科,地球科学与工程学院,地质学类,583,583,583,福建,2017
理科,电子与信息工程学院,电子信息类,601,578,590,福建,2017
理科,电子与信息工程学院,光电信息科学与工程,593,582,588,福建,2017
理科,电子与信息工程学院,微电子科学与工程,592,587,589,福建,2017
理科,工学院,交通工程,583,580,582,福建,2017
理科,工学院,生物医学工程,,,,福建,2017
理科,生物医学工程学院,生物医学工程,581,578,579,福建,2017
理科,公共卫生学院（广州）,预防医学,595,579,584,福建,2017
理科,管理学院,工商管理类,,,,福建,2017
理科,管理学院,会计学,601,584,595,福建,2017
理科,光华口腔医学院,口腔医学（5+3）,602,597,600,福建,2017
理科,国际翻译学院,外国语言文学类,,,,福建,2017
理科,国际金融学院,经济学类,,,,福建,2017
理科,国际金融学院,金融学,615,581,598,福建,2017
理科,海洋科学学院,海洋科学,,,,福建,2017
理科,海洋工程与技术学院,海洋科学,599,579,584,福建,2017
理科,化学工程与技术学院,化学工程与工艺,,,,福建,2017
理科,化学学院,化学类,592,578,585,福建,2017
理科,环境科学与工程学院,环境科学与工程类,595,587,590,福建,2017
理科,岭南学院,经济学类,619,618,619,福建,2017
理科,旅游学院,旅游管理类,593,582,586,福建,2017
理科,生命科学学院,生物科学类,600,587,592,福建,2017
理科,数据科学与计算机学院,计算机类,611,605,608,福建,2017
理科,数据科学与计算机学院,信息与计算科学,597,592,595,福建,2017
理科,数据科学与计算机学院（软件学院）,软件工程,,,,福建,2017
理科,数学学院（珠海）,数学类,,,,福建,2017
理科,数学学院（广州）,数学类,600,597,599,福建,2017
文科,传播与设计学院,新闻传播学类,631,631,631,广西,2017
文科,法学院,法学,628,623,626,广西,2017
文科,管理学院,工商管理类,,,,广西,2017
文科,管理学院,工商管理,637,635,636,广西,2017
文科,国际翻译学院,外国语言文学类,626,606,616,广西,2017
文科,国际金融学院,工商管理类,635,635,635,广西,2017
文科,历史学系（珠海）,历史学,,,,广西,2017
文科,历史学系（广州）,历史学,624,604,614,广西,2017
文科,岭南学院,经济学类,640,638,639,广西,2017
文科,旅游学院,旅游管理类,,,,广西,2017
文科,社会学与人类学学院,人类学,624,615,620,广西,2017
文科,社会学与人类学学院,社会学,623,613,618,广西,2017
文科,外国语学院,法语,627,624,626,广西,2017
文科,外国语学院,英语,636,628,632,广西,2017
文科,哲学系（珠海）,哲学,,,,广西,2017
文科,哲学系（广州）,哲学,623,604,615,广西,2017
文科,政治与公共事务管理学院,公共管理类,631,627,629,广西,2017
文科,中国语言文学系（广州）,汉语言文学,,,,广西,2017
文科,中国语言文学系（珠海）,汉语言文学,627,624,625,广西,2017
文科,资讯管理学院,图书情报与档案管理类,624,619,622,广西,2017
理科,材料科学与工程学院,材料类,,,,广西,2017
理科,材料学院,材料类,615,583,598,广西,2017
理科,大气科学学院,大气科学类,610,595,602,广西,2017
理科,地理科学与规划学院,城乡规划,611,605,607,广西,2017
理科,地理科学与规划学院,地理科学类,612,602,607,广西,2017
理科,地理科学与规划学院,水文与水资源工程,,,,广西,2017
理科,地球科学与工程学院,地质学类,581,581,581,广西,2017
理科,电子与信息工程学院,电子信息类,617,609,613,广西,2017
理科,电子与信息工程学院,光电信息科学与工程,611,605,609,广西,2017
理科,法学院,法学,,,,广西,2017
理科,工学院,交通工程,597,594,596,广西,2017
理科,工学院,理论与应用力学,,,,广西,2017
理科,工学院,能源与动力工程,,,,广西,2017
理科,工学院,生物医学工程,,,,广西,2017
理科,生物医学工程学院,生物医学工程,611,595,601,广西,2017
理科,公共卫生学院（广州）,预防医学,,,,广西,2017
理科,公共卫生学院（深圳）,预防医学,598,588,594,广西,2017
理科,管理学院,工商管理类,,,,广西,2017
理科,管理学院,工商管理,629,609,618,广西,2017
理科,光华口腔医学院,口腔医学（5+3）,625,618,622,广西,2017
理科,国际翻译学院,外国语言文学类,,,,广西,2017
理科,国际金融学院,经济学类,,,,广西,2017
理科,国际金融学院,金融学,627,616,623,广西,2017
理科,海洋科学学院,海洋科学,596,581,589,广西,2017
理科,化学工程与技术学院,化学工程与工艺,,,,广西,2017
理科,化学学院,化学类,612,602,607,广西,2017
理科,环境科学与工程学院,环境科学与工程类,609,598,602,广西,2017
理科,岭南学院,管理科学与工程类,630,628,629,广西,2017
理科,岭南学院,经济学类,631,630,631,广西,2017
理科,旅游学院,旅游管理类,605,601,603,广西,2017
文科,传播与设计学院,新闻传播学类,831,831,831,海南,2017
文科,法学院,法学,766,765,766,海南,2017
文科,管理学院,工商管理类,,,,海南,2017
文科,管理学院,会计学,834,834,834,海南,2017
文科,国际翻译学院,外国语言文学类,787,702,745,海南,2017
文科,岭南学院,经济学类,832,832,832,海南,2017
文科,哲学系（广州）,哲学,,,,海南,2017
文科,哲学系（珠海）,哲学,746,746,746,海南,2017
文科,中国语言文学系（珠海）,汉语言文学,,,,海南,2017
文科,中国语言文学系（广州）,汉语言文学,819,799,809,海南,2017
理科,材料科学与工程学院,材料类,796,789,793,海南,2017
理科,地理科学与规划学院,地理科学类,786,754,776,海南,2017
理科,地理科学与规划学院,水文与水资源工程,,,,海南,2017
理科,工学院,理论与应用力学,783,782,783,海南,2017
理科,公共卫生学院（广州）,预防医学,782,771,777,海南,2017
理科,管理学院,工商管理类,,,,海南,2017
理科,管理学院,会计学,822,822,822,海南,2017
理科,海洋科学学院,海洋科学,,,,海南,2017
理科,海洋工程与技术学院,海洋科学,774,755,765,海南,2017
理科,环境科学与工程学院,环境科学与工程类,793,793,793,海南,2017
理科,岭南学院,经济学类,825,825,825,海南,2017
理科,旅游学院,旅游管理类,773,773,773,海南,2017
理科,生命科学学院,生物科学类,810,803,807,海南,2017
理科,数据科学与计算机学院,计算机类,,,,海南,2017
理科,数据科学与计算机学院（软件学院）,软件工程,793,789,791,海南,2017
理科,数学学院（广州）,数学类,,,,海南,2017
理科,数学学院（珠海）,数学类,806,799,802,海南,2017
理科,药学院（广州）,药学,,,,海南,2017
理科,药学院（深圳）,药学,785,785,785,海南,2017
理科,中山医学院,临床医学,798,797,798,海南,2017
